province,model_slug,popularity
广东,benz-sl,B
广西,benz-sl,C
海南,benz-sl,B
四川,benz-sl,B
贵州,benz-sl,C
云南,benz-sl,C
西藏,benz-sl,C
陕西,benz-sl,B
甘肃,benz-sl,C
宁夏,benz-sl,B
青海,benz-sl,C
新疆,benz-sl,C
香港,benz-sl,C
澳门,benz-sl,C
台湾,benz-sl,C
北京,benz-slk,B
上海,benz-slk,A
天津,benz-slk,B
重庆,benz-slk,B
河北,benz-slk,B
山西,benz-slk,B
内蒙古,benz-slk,B
辽宁,benz-slk,B
吉林,benz-slk,B
黑龙江,benz-slk,B
江苏,benz-slk,B
浙江,benz-slk,B
安徽,benz-slk,B
福建,benz-slk,B
江西,benz-slk,B
山东,benz-slk,B
河南,benz-slk,B
湖北,benz-slk,B
湖南,benz-slk,B
广东,benz-slk,B
广西,benz-slk,B
海南,benz-slk,B
四川,benz-slk,B
贵州,benz-slk,B
云南,benz-slk,B
西藏,benz-slk,B
陕西,benz-slk,B
甘肃,benz-slk,B
宁夏,benz-slk,B
青海,benz-slk,B
新疆,benz-slk,B
香港,benz-slk,C
澳门,benz-slk,C
台湾,benz-slk,C
北京,benz-c,A
上海,benz-c,A
天津,benz-c,A
重庆,benz-c,A
河北,benz-c,A
山西,benz-c,A
内蒙古,benz-c,A
辽宁,benz-c,A
吉林,benz-c,A
黑龙江,benz-c,A
江苏,benz-c,A
浙江,benz-c,A
安徽,benz-c,A
福建,benz-c,A
江西,benz-c,A
山东,benz-c,A
河南,benz-c,A
湖北,benz-c,A
湖南,benz-c,A
广东,benz-c,A
广西,benz-c,A
海南,benz-c,A
四川,benz-c,A
贵州,benz-c,A
云南,benz-c,A
西藏,benz-c,A
陕西,benz-c,A
甘肃,benz-c,A
宁夏,benz-c,A
青海,benz-c,A
新疆,benz-c,A
香港,benz-c,C
澳门,benz-c,C
台湾,benz-c,C
北京,benz-e,A
上海,benz-e,A
天津,benz-e,A
重庆,benz-e,A
河北,benz-e,A
山西,benz-e,A
内蒙古,benz-e,A
辽宁,benz-e,A
吉林,benz-e,A
黑龙江,benz-e,A
江苏,benz-e,A
浙江,benz-e,A
安徽,benz-e,A
福建,benz-e,A
江西,benz-e,A
山东,benz-e,A
河南,benz-e,A
湖北,benz-e,A
湖南,benz-e,A
广东,benz-e,A
广西,benz-e,A
海南,benz-e,A
四川,benz-e,A
贵州,benz-e,A
云南,benz-e,A
西藏,benz-e,B
陕西,benz-e,A
甘肃,benz-e,A
宁夏,benz-e,A
青海,benz-e,A
新疆,benz-e,B
香港,benz-e,A
澳门,benz-e,C
台湾,benz-e,C
北京,benz-b,B
上海,benz-b,B
天津,benz-b,B
重庆,benz-b,B
河北,benz-b,B
山西,benz-b,B
内蒙古,benz-b,B
辽宁,benz-b,B
吉林,benz-b,B
黑龙江,benz-b,B
江苏,benz-b,B
浙江,benz-b,B
安徽,benz-b,B
福建,benz-b,B
江西,benz-b,B
山东,benz-b,B
河南,benz-b,B
湖北,benz-b,B
湖南,benz-b,B
广东,benz-b,B
广西,benz-b,B
海南,benz-b,B
四川,benz-b,B
贵州,benz-b,B
云南,benz-b,B
西藏,benz-b,B
陕西,benz-b,B
甘肃,benz-b,B
宁夏,benz-b,B
青海,benz-b,B
新疆,benz-b,B
香港,benz-b,A
澳门,benz-b,C
台湾,benz-b,C
北京,benz-vito,B
上海,benz-vito,B
天津,benz-vito,B
重庆,benz-vito,B
河北,benz-vito,B
山西,benz-vito,B
内蒙古,benz-vito,B
辽宁,benz-vito,B
吉林,benz-vito,B
黑龙江,benz-vito,B
江苏,benz-vito,B
浙江,benz-vito,B
安徽,benz-vito,B
福建,benz-vito,B
江西,benz-vito,B
山东,benz-vito,B
河南,benz-vito,B
湖北,benz-vito,B
湖南,benz-vito,B
广东,benz-vito,B
广西,benz-vito,B
海南,benz-vito,B
四川,benz-vito,B
贵州,benz-vito,B
云南,benz-vito,B
西藏,benz-vito,C
陕西,benz-vito,B
甘肃,benz-vito,B
宁夏,benz-vito,B
青海,benz-vito,B
新疆,benz-vito,B
香港,benz-vito,C
澳门,benz-vito,C
台湾,benz-vito,C
北京,i-benz-e,A
上海,i-benz-e,A
天津,i-benz-e,B
重庆,i-benz-e,B
河北,i-benz-e,B
山西,i-benz-e,B
内蒙古,i-benz-e,B
辽宁,i-benz-e,B
吉林,i-benz-e,B
黑龙江,i-benz-e,B
江苏,i-benz-e,A
浙江,i-benz-e,A
安徽,i-benz-e,A
福建,i-benz-e,B
江西,i-benz-e,B
山东,i-benz-e,B
河南,i-benz-e,B
湖北,i-benz-e,B
湖南,i-benz-e,B
广东,i-benz-e,B
广西,i-benz-e,B
海南,i-benz-e,B
四川,i-benz-e,B
贵州,i-benz-e,B
云南,i-benz-e,B
西藏,i-benz-e,C
陕西,i-benz-e,B
甘肃,i-benz-e,B
宁夏,i-benz-e,B
青海,i-benz-e,B
新疆,i-benz-e,B
香港,i-benz-e,C
澳门,i-benz-e,C
台湾,i-benz-e,C
北京,i-benz-c,B
上海,i-benz-c,A
天津,i-benz-c,B
重庆,i-benz-c,B
河北,i-benz-c,B
山西,i-benz-c,B
内蒙古,i-benz-c,B
辽宁,i-benz-c,B
吉林,i-benz-c,B
黑龙江,i-benz-c,B
江苏,i-benz-c,B
浙江,i-benz-c,A
安徽,i-benz-c,B
福建,i-benz-c,B
江西,i-benz-c,B
山东,i-benz-c,B
河南,i-benz-c,B
湖北,i-benz-c,B
湖南,i-benz-c,B
广东,i-benz-c,B
广西,i-benz-c,B
海南,i-benz-c,B
四川,i-benz-c,B
贵州,i-benz-c,B
云南,i-benz-c,B
西藏,i-benz-c,C
陕西,i-benz-c,B
甘肃,i-benz-c,B
宁夏,i-benz-c,B
青海,i-benz-c,B
新疆,i-benz-c,B
香港,i-benz-c,C
澳门,i-benz-c,C
台湾,i-benz-c,C
北京,benz-a,B
上海,benz-a,B
天津,benz-a,B
重庆,benz-a,B
河北,benz-a,B
山西,benz-a,B
内蒙古,benz-a,B
辽宁,benz-a,B
吉林,benz-a,B
黑龙江,benz-a,B
江苏,benz-a,B
浙江,benz-a,B
安徽,benz-a,B
福建,benz-a,B
江西,benz-a,B
山东,benz-a,B
河南,benz-a,B
湖北,benz-a,B
湖南,benz-a,B
广东,benz-a,B
广西,benz-a,B
海南,benz-a,B
四川,benz-a,B
贵州,benz-a,B
云南,benz-a,B
西藏,benz-a,C
陕西,benz-a,B
甘肃,benz-a,B
宁夏,benz-a,B
青海,benz-a,B
新疆,benz-a,B
香港,benz-a,A
澳门,benz-a,C
台湾,benz-a,C
北京,benz-viano,B
上海,benz-viano,B
天津,benz-viano,B
重庆,benz-viano,B
河北,benz-viano,B
山西,benz-viano,B
内蒙古,benz-viano,B
辽宁,benz-viano,B
吉林,benz-viano,B
黑龙江,benz-viano,B
江苏,benz-viano,B
浙江,benz-viano,B
安徽,benz-viano,B
福建,benz-viano,B
江西,benz-viano,B
山东,benz-viano,B
河南,benz-viano,B
湖北,benz-viano,B
湖南,benz-viano,B
广东,benz-viano,B
广西,benz-viano,B
海南,benz-viano,B
四川,benz-viano,B
贵州,benz-viano,B
云南,benz-viano,B
西藏,benz-viano,C
陕西,benz-viano,B
甘肃,benz-viano,B
宁夏,benz-viano,B
青海,benz-viano,B
新疆,benz-viano,B
香港,benz-viano,C
澳门,benz-viano,C
台湾,benz-viano,C
北京,benz-g,B
上海,benz-g,B
天津,benz-g,B
重庆,benz-g,B
河北,benz-g,B
山西,benz-g,B
内蒙古,benz-g,B
辽宁,benz-g,B
吉林,benz-g,B
黑龙江,benz-g,B
江苏,benz-g,B
浙江,benz-g,B
安徽,benz-g,B
福建,benz-g,B
江西,benz-g,C
山东,benz-g,B
河南,benz-g,B
湖北,benz-g,B
湖南,benz-g,B
广东,benz-g,B
广西,benz-g,C
海南,benz-g,C
四川,benz-g,B
贵州,benz-g,B
云南,benz-g,B
西藏,benz-g,C
陕西,benz-g,B
甘肃,benz-g,B
宁夏,benz-g,B
青海,benz-g,B
新疆,benz-g,B
香港,benz-g,C
澳门,benz-g,C
台湾,benz-g,C
北京,benz-glk-jinkou,B
上海,benz-glk-jinkou,B
天津,benz-glk-jinkou,B
重庆,benz-glk-jinkou,B
河北,benz-glk-jinkou,B
山西,benz-glk-jinkou,B
内蒙古,benz-glk-jinkou,B
辽宁,benz-glk-jinkou,B
吉林,benz-glk-jinkou,B
黑龙江,benz-glk-jinkou,B
江苏,benz-glk-jinkou,B
浙江,benz-glk-jinkou,A
安徽,benz-glk-jinkou,B
福建,benz-glk-jinkou,B
江西,benz-glk-jinkou,B
山东,benz-glk-jinkou,B
河南,benz-glk-jinkou,B
湖北,benz-glk-jinkou,B
湖南,benz-glk-jinkou,B
广东,benz-glk-jinkou,B
广西,benz-glk-jinkou,B
海南,benz-glk-jinkou,B
四川,benz-glk-jinkou,B
贵州,benz-glk-jinkou,B
云南,benz-glk-jinkou,B
西藏,benz-glk-jinkou,C
陕西,benz-glk-jinkou,B
甘肃,benz-glk-jinkou,B
宁夏,benz-glk-jinkou,B
青海,benz-glk-jinkou,B
新疆,benz-glk-jinkou,B
香港,benz-glk-jinkou,C
澳门,benz-glk-jinkou,C
台湾,benz-glk-jinkou,C
北京,buick-gl8,A
上海,buick-gl8,A
天津,buick-gl8,A
重庆,buick-gl8,A
河北,buick-gl8,A
山西,buick-gl8,A
内蒙古,buick-gl8,A
辽宁,buick-gl8,A
吉林,buick-gl8,A
黑龙江,buick-gl8,A
江苏,buick-gl8,A
浙江,buick-gl8,A
安徽,buick-gl8,A
福建,buick-gl8,A
江西,buick-gl8,A
山东,buick-gl8,A
河南,buick-gl8,A
湖北,buick-gl8,A
湖南,buick-gl8,A
广东,buick-gl8,A
广西,buick-gl8,A
海南,buick-gl8,A
四川,buick-gl8,A
贵州,buick-gl8,A
云南,buick-gl8,A
西藏,buick-gl8,A
陕西,buick-gl8,A
甘肃,buick-gl8,A
宁夏,buick-gl8,A
青海,buick-gl8,A
新疆,buick-gl8,A
香港,buick-gl8,C
澳门,buick-gl8,C
台湾,buick-gl8,C
北京,buick-enclave,B
上海,buick-enclave,B
天津,buick-enclave,B
重庆,buick-enclave,B
河北,buick-enclave,B
山西,buick-enclave,B
内蒙古,buick-enclave,B
辽宁,buick-enclave,B
吉林,buick-enclave,B
黑龙江,buick-enclave,B
江苏,buick-enclave,B
浙江,buick-enclave,B
安徽,buick-enclave,B
福建,buick-enclave,B
江西,buick-enclave,B
山东,buick-enclave,B
河南,buick-enclave,B
湖北,buick-enclave,B
湖南,buick-enclave,B
广东,buick-enclave,B
广西,buick-enclave,B
海南,buick-enclave,B
四川,buick-enclave,B
贵州,buick-enclave,B
云南,buick-enclave,B
西藏,buick-enclave,A
陕西,buick-enclave,B
甘肃,buick-enclave,B
宁夏,buick-enclave,B
青海,buick-enclave,B
新疆,buick-enclave,B
香港,buick-enclave,A
澳门,buick-enclave,C
台湾,buick-enclave,C
北京,buick-junyue,A
上海,buick-junyue,A
天津,buick-junyue,A
重庆,buick-junyue,A
河北,buick-junyue,A
山西,buick-junyue,A
内蒙古,buick-junyue,A
辽宁,buick-junyue,A
吉林,buick-junyue,A
黑龙江,buick-junyue,A
江苏,buick-junyue,A
浙江,buick-junyue,A
安徽,buick-junyue,A
福建,buick-junyue,A
江西,buick-junyue,A
山东,buick-junyue,A
河南,buick-junyue,A
湖北,buick-junyue,A
湖南,buick-junyue,A
广东,buick-junyue,A
广西,buick-junyue,A
海南,buick-junyue,A
四川,buick-junyue,A
贵州,buick-junyue,A
云南,buick-junyue,A
西藏,buick-junyue,A
陕西,buick-junyue,A
甘肃,buick-junyue,A
宁夏,buick-junyue,A
青海,buick-junyue,A
新疆,buick-junyue,A
香港,buick-junyue,C
澳门,buick-junyue,C
台湾,buick-junyue,C
北京,buick-kaiyue,A
上海,buick-kaiyue,A
天津,buick-kaiyue,A
重庆,buick-kaiyue,A
河北,buick-kaiyue,A
山西,buick-kaiyue,A
内蒙古,buick-kaiyue,A
辽宁,buick-kaiyue,A
吉林,buick-kaiyue,A
黑龙江,buick-kaiyue,A
江苏,buick-kaiyue,A
浙江,buick-kaiyue,A
安徽,buick-kaiyue,A
福建,buick-kaiyue,A
江西,buick-kaiyue,A
山东,buick-kaiyue,A
河南,buick-kaiyue,A
湖北,buick-kaiyue,A
湖南,buick-kaiyue,A
广东,buick-kaiyue,A
广西,buick-kaiyue,A
海南,buick-kaiyue,A
四川,buick-kaiyue,A
贵州,buick-kaiyue,A
云南,buick-kaiyue,A
西藏,buick-kaiyue,A
陕西,buick-kaiyue,A
甘肃,buick-kaiyue,A
宁夏,buick-kaiyue,A
青海,buick-kaiyue,A
新疆,buick-kaiyue,A
香港,buick-kaiyue,C
澳门,buick-kaiyue,A
台湾,buick-kaiyue,C
北京,buick-linyindadao,B
上海,buick-linyindadao,A
天津,buick-linyindadao,B
重庆,buick-linyindadao,B
河北,buick-linyindadao,B
山西,buick-linyindadao,B
内蒙古,buick-linyindadao,B
辽宁,buick-linyindadao,B
吉林,buick-linyindadao,C
黑龙江,buick-linyindadao,B
江苏,buick-linyindadao,B
浙江,buick-linyindadao,B
安徽,buick-linyindadao,B
福建,buick-linyindadao,B
江西,buick-linyindadao,B
山东,buick-linyindadao,B
河南,buick-linyindadao,B
湖北,buick-linyindadao,B
湖南,buick-linyindadao,B
广东,buick-linyindadao,B
广西,buick-linyindadao,B
海南,buick-linyindadao,B
四川,buick-linyindadao,B
贵州,buick-linyindadao,B
云南,buick-linyindadao,B
西藏,buick-linyindadao,B
陕西,buick-linyindadao,B
甘肃,buick-linyindadao,B
宁夏,buick-linyindadao,B
青海,buick-linyindadao,B
新疆,buick-linyindadao,B
香港,buick-linyindadao,C
澳门,buick-linyindadao,C
台湾,buick-linyindadao,C
北京,bentley-oulu,B
上海,bentley-oulu,B
天津,bentley-oulu,B
重庆,bentley-oulu,B
河北,bentley-oulu,B
山西,bentley-oulu,B
内蒙古,bentley-oulu,B
辽宁,bentley-oulu,B
吉林,bentley-oulu,B
黑龙江,bentley-oulu,B
江苏,bentley-oulu,B
浙江,bentley-oulu,B
安徽,bentley-oulu,B
福建,bentley-oulu,B
江西,bentley-oulu,B
山东,bentley-oulu,B
河南,bentley-oulu,B
湖北,bentley-oulu,B
湖南,bentley-oulu,B
广东,bentley-oulu,B
广西,bentley-oulu,B
海南,bentley-oulu,B
四川,bentley-oulu,B
贵州,bentley-oulu,B
云南,bentley-oulu,B
西藏,bentley-oulu,B
陕西,bentley-oulu,B
甘肃,bentley-oulu,C
宁夏,bentley-oulu,B
青海,bentley-oulu,B
新疆,bentley-oulu,C
香港,bentley-oulu,A
澳门,bentley-oulu,C
台湾,bentley-oulu,C
北京,yazhir,C
上海,yazhir,B
天津,yazhir,C
重庆,yazhir,C
河北,yazhir,C
山西,yazhir,C
内蒙古,yazhir,C
辽宁,yazhir,C
吉林,yazhir,C
黑龙江,yazhir,C
江苏,yazhir,C
浙江,yazhir,C
安徽,yazhir,C
福建,yazhir,C
江西,yazhir,C
山东,yazhir,C
河南,yazhir,C
湖北,yazhir,C
湖南,yazhir,C
广东,yazhir,C
广西,yazhir,C
海南,yazhir,C
四川,yazhir,C
贵州,yazhir,C
云南,yazhir,C
西藏,yazhir,C
陕西,yazhir,C
甘肃,yazhir,C
宁夏,yazhir,C
青海,yazhir,C
新疆,yazhir,C
香港,yazhir,C
澳门,yazhir,C
台湾,yazhir,C
北京,mushang,B
上海,mushang,B
天津,mushang,C
重庆,mushang,C
河北,mushang,C
山西,mushang,C
内蒙古,mushang,C
辽宁,mushang,C
吉林,mushang,C
黑龙江,mushang,C
江苏,mushang,C
浙江,mushang,B
安徽,mushang,C
福建,mushang,C
江西,mushang,C
山东,mushang,C
河南,mushang,C
湖北,mushang,B
湖南,mushang,C
广东,mushang,C
广西,mushang,C
海南,mushang,C
四川,mushang,C
贵州,mushang,B
云南,mushang,C
西藏,mushang,C
陕西,mushang,C
甘肃,mushang,C
宁夏,mushang,C
青海,mushang,B
新疆,mushang,C
香港,mushang,C
澳门,mushang,C
台湾,mushang,C
北京,bmw-1,A
上海,bmw-1,A
天津,bmw-1,B
重庆,bmw-1,A
河北,bmw-1,B
山西,bmw-1,B
内蒙古,bmw-1,B
辽宁,bmw-1,B
吉林,bmw-1,B
黑龙江,bmw-1,B
江苏,bmw-1,A
浙江,bmw-1,A
安徽,bmw-1,B
福建,bmw-1,A
江西,bmw-1,B
山东,bmw-1,B
河南,bmw-1,B
湖北,bmw-1,A
湖南,bmw-1,B
广东,bmw-1,A
广西,bmw-1,B
海南,bmw-1,B
四川,bmw-1,A
贵州,bmw-1,B
云南,bmw-1,B
西藏,bmw-1,B
陕西,bmw-1,A
甘肃,bmw-1,B
宁夏,bmw-1,B
青海,bmw-1,B
新疆,bmw-1,B
香港,bmw-1,A
澳门,bmw-1,C
台湾,bmw-1,C
北京,bmw-3,A
上海,bmw-3,A
天津,bmw-3,A
重庆,bmw-3,A
河北,bmw-3,A
山西,bmw-3,A
内蒙古,bmw-3,A
辽宁,bmw-3,A
吉林,bmw-3,A
黑龙江,bmw-3,A
江苏,bmw-3,A
浙江,bmw-3,A
安徽,bmw-3,A
福建,bmw-3,A
江西,bmw-3,A
山东,bmw-3,A
河南,bmw-3,A
湖北,bmw-3,A
湖南,bmw-3,A
广东,bmw-3,A
广西,bmw-3,A
海南,bmw-3,A
四川,bmw-3,A
贵州,bmw-3,A
云南,bmw-3,A
西藏,bmw-3,A
陕西,bmw-3,A
甘肃,bmw-3,A
宁夏,bmw-3,A
青海,bmw-3,A
新疆,bmw-3,A
香港,bmw-3,A
澳门,bmw-3,A
台湾,bmw-3,C
北京,bmw-5,A
上海,bmw-5,A
天津,bmw-5,A
重庆,bmw-5,A
河北,bmw-5,A
山西,bmw-5,A
内蒙古,bmw-5,A
辽宁,bmw-5,A
吉林,bmw-5,A
黑龙江,bmw-5,A
江苏,bmw-5,A
浙江,bmw-5,A
安徽,bmw-5,A
福建,bmw-5,A
江西,bmw-5,A
山东,bmw-5,A
河南,bmw-5,A
湖北,bmw-5,A
湖南,bmw-5,A
广东,bmw-5,A
广西,bmw-5,A
海南,bmw-5,A
四川,bmw-5,A
贵州,bmw-5,A
云南,bmw-5,A
西藏,bmw-5,A
陕西,bmw-5,A
甘肃,bmw-5,A
宁夏,bmw-5,A
青海,bmw-5,A
新疆,bmw-5,A
香港,bmw-5,A
澳门,bmw-5,A
台湾,bmw-5,C
北京,bmw-6,B
上海,bmw-6,B
天津,bmw-6,B
重庆,bmw-6,B
河北,bmw-6,B
山西,bmw-6,C
内蒙古,bmw-6,C
辽宁,bmw-6,B
吉林,bmw-6,C
黑龙江,bmw-6,C
江苏,bmw-6,B
浙江,bmw-6,B
安徽,bmw-6,B
福建,bmw-6,B
江西,bmw-6,B
山东,bmw-6,B
河南,bmw-6,B
湖北,bmw-6,B
湖南,bmw-6,C
广东,bmw-6,B
广西,bmw-6,B
海南,bmw-6,B
四川,bmw-6,B
贵州,bmw-6,B
云南,bmw-6,B
西藏,bmw-6,C
陕西,bmw-6,B
甘肃,bmw-6,B
宁夏,bmw-6,B
青海,bmw-6,C
新疆,bmw-6,C
香港,bmw-6,C
澳门,bmw-6,A
台湾,bmw-6,C
北京,bmw-7,A
上海,bmw-7,A
天津,bmw-7,A
重庆,bmw-7,A
河北,bmw-7,A
山西,bmw-7,A
内蒙古,bmw-7,A
辽宁,bmw-7,A
吉林,bmw-7,A
黑龙江,bmw-7,A
江苏,bmw-7,A
浙江,bmw-7,A
安徽,bmw-7,A
福建,bmw-7,A
江西,bmw-7,A
山东,bmw-7,A
河南,bmw-7,A
湖北,bmw-7,A
湖南,bmw-7,A
广东,bmw-7,A
广西,bmw-7,A
海南,bmw-7,A
四川,bmw-7,A
贵州,bmw-7,A
云南,bmw-7,A
西藏,bmw-7,A
陕西,bmw-7,A
甘肃,bmw-7,B
宁夏,bmw-7,A
青海,bmw-7,A
新疆,bmw-7,B
香港,bmw-7,A
澳门,bmw-7,A
台湾,bmw-7,C
北京,bmw-x3,A
上海,bmw-x3,A
天津,bmw-x3,B
重庆,bmw-x3,A
河北,bmw-x3,B
山西,bmw-x3,B
内蒙古,bmw-x3,B
辽宁,bmw-x3,B
吉林,bmw-x3,B
黑龙江,bmw-x3,B
江苏,bmw-x3,B
浙江,bmw-x3,A
安徽,bmw-x3,B
福建,bmw-x3,A
江西,bmw-x3,B
山东,bmw-x3,B
河南,bmw-x3,B
湖北,bmw-x3,B
湖南,bmw-x3,B
广东,bmw-x3,B
广西,bmw-x3,B
海南,bmw-x3,B
四川,bmw-x3,B
贵州,bmw-x3,B
云南,bmw-x3,A
西藏,bmw-x3,A
陕西,bmw-x3,B
甘肃,bmw-x3,B
宁夏,bmw-x3,B
青海,bmw-x3,B
新疆,bmw-x3,B
香港,bmw-x3,C
澳门,bmw-x3,C
台湾,bmw-x3,C
北京,bmw-x5,A
上海,bmw-x5,A
天津,bmw-x5,A
重庆,bmw-x5,A
河北,bmw-x5,A
山西,bmw-x5,A
内蒙古,bmw-x5,A
辽宁,bmw-x5,A
吉林,bmw-x5,A
黑龙江,bmw-x5,A
江苏,bmw-x5,A
浙江,bmw-x5,A
安徽,bmw-x5,A
福建,bmw-x5,A
江西,bmw-x5,A
山东,bmw-x5,A
河南,bmw-x5,A
湖北,bmw-x5,A
湖南,bmw-x5,A
广东,bmw-x5,A
广西,bmw-x5,A
海南,bmw-x5,A
四川,bmw-x5,A
贵州,bmw-x5,A
云南,bmw-x5,A
西藏,bmw-x5,A
陕西,bmw-x5,A
甘肃,bmw-x5,A
宁夏,bmw-x5,A
青海,bmw-x5,A
新疆,bmw-x5,A
香港,bmw-x5,A
澳门,bmw-x5,C
台湾,bmw-x5,C
北京,bmw-x6,A
上海,bmw-x6,B
天津,bmw-x6,A
重庆,bmw-x6,A
河北,bmw-x6,B
山西,bmw-x6,B
内蒙古,bmw-x6,B
辽宁,bmw-x6,A
吉林,bmw-x6,B
黑龙江,bmw-x6,B
江苏,bmw-x6,B
浙江,bmw-x6,A
安徽,bmw-x6,B
福建,bmw-x6,A
江西,bmw-x6,B
山东,bmw-x6,B
河南,bmw-x6,B
湖北,bmw-x6,B
湖南,bmw-x6,B
广东,bmw-x6,A
广西,bmw-x6,B
海南,bmw-x6,B
四川,bmw-x6,A
贵州,bmw-x6,A
云南,bmw-x6,A
西藏,bmw-x6,A
陕西,bmw-x6,B
甘肃,bmw-x6,B
宁夏,bmw-x6,B
青海,bmw-x6,A
新疆,bmw-x6,B
香港,bmw-x6,C
澳门,bmw-x6,C
台湾,bmw-x6,C
北京,bmw-z4,B
上海,bmw-z4,A
天津,bmw-z4,B
重庆,bmw-z4,B
河北,bmw-z4,B
山西,bmw-z4,B
内蒙古,bmw-z4,B
辽宁,bmw-z4,B
吉林,bmw-z4,B
黑龙江,bmw-z4,B
江苏,bmw-z4,B
浙江,bmw-z4,A
安徽,bmw-z4,B
福建,bmw-z4,B
江西,bmw-z4,B
山东,bmw-z4,B
河南,bmw-z4,B
湖北,bmw-z4,B
湖南,bmw-z4,B
广东,bmw-z4,B
广西,bmw-z4,B
海南,bmw-z4,B
四川,bmw-z4,B
贵州,bmw-z4,B
云南,bmw-z4,B
西藏,bmw-z4,B
陕西,bmw-z4,B
甘肃,bmw-z4,B
宁夏,bmw-z4,B
青海,bmw-z4,B
新疆,bmw-z4,B
香港,bmw-z4,C
澳门,bmw-z4,C
台湾,bmw-z4,C
北京,bmw-5-jinkou,A
上海,bmw-5-jinkou,A
天津,bmw-5-jinkou,B
重庆,bmw-5-jinkou,B
河北,bmw-5-jinkou,B
山西,bmw-5-jinkou,B
内蒙古,bmw-5-jinkou,B
辽宁,bmw-5-jinkou,B
吉林,bmw-5-jinkou,B
黑龙江,bmw-5-jinkou,B
江苏,bmw-5-jinkou,B
浙江,bmw-5-jinkou,A
安徽,bmw-5-jinkou,B
福建,bmw-5-jinkou,A
江西,bmw-5-jinkou,B
山东,bmw-5-jinkou,B
河南,bmw-5-jinkou,A
湖北,bmw-5-jinkou,B
湖南,bmw-5-jinkou,B
广东,bmw-5-jinkou,B
广西,bmw-5-jinkou,B
海南,bmw-5-jinkou,B
四川,bmw-5-jinkou,B
贵州,bmw-5-jinkou,B
云南,bmw-5-jinkou,B
西藏,bmw-5-jinkou,B
陕西,bmw-5-jinkou,B
甘肃,bmw-5-jinkou,B
宁夏,bmw-5-jinkou,B
青海,bmw-5-jinkou,B
新疆,bmw-5-jinkou,B
香港,bmw-5-jinkou,C
澳门,bmw-5-jinkou,C
台湾,bmw-5-jinkou,C
北京,bmw-3-jinkou,A
上海,bmw-3-jinkou,A
天津,bmw-3-jinkou,A
重庆,bmw-3-jinkou,A
河北,bmw-3-jinkou,B
山西,bmw-3-jinkou,B
内蒙古,bmw-3-jinkou,B
辽宁,bmw-3-jinkou,B
吉林,bmw-3-jinkou,B
黑龙江,bmw-3-jinkou,B
江苏,bmw-3-jinkou,A
浙江,bmw-3-jinkou,A
安徽,bmw-3-jinkou,A
福建,bmw-3-jinkou,B
江西,bmw-3-jinkou,B
山东,bmw-3-jinkou,B
河南,bmw-3-jinkou,B
湖北,bmw-3-jinkou,B
湖南,bmw-3-jinkou,B
广东,bmw-3-jinkou,A
广西,bmw-3-jinkou,B
海南,bmw-3-jinkou,B
四川,bmw-3-jinkou,B
贵州,bmw-3-jinkou,B
云南,bmw-3-jinkou,B
西藏,bmw-3-jinkou,B
陕西,bmw-3-jinkou,B
甘肃,bmw-3-jinkou,B
宁夏,bmw-3-jinkou,B
青海,bmw-3-jinkou,B
新疆,bmw-3-jinkou,B
香港,bmw-3-jinkou,C
澳门,bmw-3-jinkou,C
台湾,bmw-3-jinkou,C
北京,bmw-x6m,C
上海,bmw-x6m,C
天津,bmw-x6m,C
重庆,bmw-x6m,C
河北,bmw-x6m,C
山西,bmw-x6m,C
内蒙古,bmw-x6m,C
辽宁,bmw-x6m,C
吉林,bmw-x6m,C
黑龙江,bmw-x6m,C
江苏,bmw-x6m,C
浙江,bmw-x6m,C
安徽,bmw-x6m,C
福建,bmw-x6m,C
江西,bmw-x6m,C
山东,bmw-x6m,C
河南,bmw-x6m,C
湖北,bmw-x6m,C
湖南,bmw-x6m,C
广东,bmw-x6m,C
广西,bmw-x6m,C
海南,bmw-x6m,C
四川,bmw-x6m,C
贵州,bmw-x6m,C
云南,bmw-x6m,C
西藏,bmw-x6m,C
陕西,bmw-x6m,C
甘肃,bmw-x6m,C
宁夏,bmw-x6m,C
青海,bmw-x6m,C
新疆,bmw-x6m,C
香港,bmw-x6m,C
澳门,bmw-x6m,C
台湾,bmw-x6m,C
北京,bmw-x5m,C
上海,bmw-x5m,C
天津,bmw-x5m,C
重庆,bmw-x5m,C
河北,bmw-x5m,C
山西,bmw-x5m,C
内蒙古,bmw-x5m,C
辽宁,bmw-x5m,C
吉林,bmw-x5m,C
黑龙江,bmw-x5m,C
江苏,bmw-x5m,C
浙江,bmw-x5m,C
安徽,bmw-x5m,C
福建,bmw-x5m,C
江西,bmw-x5m,C
山东,bmw-x5m,C
河南,bmw-x5m,C
湖北,bmw-x5m,C
湖南,bmw-x5m,C
广东,bmw-x5m,C
广西,bmw-x5m,C
海南,bmw-x5m,C
四川,bmw-x5m,C
贵州,bmw-x5m,B
云南,bmw-x5m,C
西藏,bmw-x5m,C
陕西,bmw-x5m,C
甘肃,bmw-x5m,C
宁夏,bmw-x5m,C
青海,bmw-x5m,C
新疆,bmw-x5m,C
香港,bmw-x5m,C
澳门,bmw-x5m,C
台湾,bmw-x5m,C
北京,bmw-x1-jinkou,B
上海,bmw-x1-jinkou,B
天津,bmw-x1-jinkou,B
重庆,bmw-x1-jinkou,B
河北,bmw-x1-jinkou,B
